,Accession,Dataset,Tissue,CellLine,PrimaryCell,Lab,Link,DataType,Controls
2,ENCFF000AXU,/experiments/ENCSR000APY/,.,H1,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AXU/@@download/ENCFF000AXU.bigWig,signal,"/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/"
4,ENCFF000VJJ,/experiments/ENCSR000EXK/,.,Panc1,.,"Peggy Farnham, USC",https://www.encodeproject.org/files/ENCFF000VJJ/@@download/ENCFF000VJJ.bigWig,signal,"/files/ENCFF000VJK/, /files/ENCFF000VJM/, /files/ENCFF000VJN/, /files/ENCFF843DLH/, /files/ENCFF025ODI/, /files/ENCFF675MQQ/, /files/ENCFF703KFY/"
6,ENCFF000AJG,/experiments/ENCSR000AST/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AJG/@@download/ENCFF000AJG.bigWig,signal,"/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/"
14,ENCFF001EMH,/experiments/ENCSR000DPI/,.,AG04449,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001EMH/@@download/ENCFF001EMH.bigWig,raw signal,"/files/ENCFF001GWG/, /files/ENCFF001GWH/, /files/ENCFF001GWR/, /files/ENCFF430CVT/, /files/ENCFF353NNK/, /files/ENCFF083JSC/, /files/ENCFF509FDD/"
15,ENCFF001EMJ,/experiments/ENCSR000DPI/,.,AG04449,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001EMJ/@@download/ENCFF001EMJ.bigWig,raw signal,"/files/ENCFF001GWG/, /files/ENCFF001GWH/, /files/ENCFF001GWR/, /files/ENCFF430CVT/, /files/ENCFF353NNK/, /files/ENCFF083JSC/, /files/ENCFF509FDD/"
19,ENCFF000ASF,/experiments/ENCSR000AKA/,.,GM12878,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000ASF/@@download/ENCFF000ASF.bigWig,signal,"/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/"
20,ENCFF000ATR,/experiments/ENCSR000AKA/,.,GM12878,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000ATR/@@download/ENCFF000ATR.bigWig,signal,"/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/"
29,ENCFF001EWB,/experiments/ENCSR000DRC/,.,GM12865,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001EWB/@@download/ENCFF001EWB.bigWig,raw signal,"/files/ENCFF001HCT/, /files/ENCFF001HCU/, /files/ENCFF001HDF/, /files/ENCFF075MWT/, /files/ENCFF801BOV/, /files/ENCFF593BXM/, /files/ENCFF108NWK/"
30,ENCFF001EWD,/experiments/ENCSR000DRC/,.,GM12865,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001EWD/@@download/ENCFF001EWD.bigWig,raw signal,"/files/ENCFF001HCT/, /files/ENCFF001HCU/, /files/ENCFF001HDF/, /files/ENCFF075MWT/, /files/ENCFF801BOV/, /files/ENCFF593BXM/, /files/ENCFF108NWK/"
32,ENCFF000BEW,/experiments/ENCSR000ATD/,.,HepG2,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BEW/@@download/ENCFF000BEW.bigWig,signal,"/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/"
33,ENCFF000AOW,/experiments/ENCSR000AQY/,.,DND-41,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AOW/@@download/ENCFF000AOW.bigWig,signal,"/files/ENCFF000ANS/, /files/ENCFF000ANU/, /files/ENCFF000ANX/, /files/ENCFF000AOF/, /files/ENCFF000AOG/, /files/ENCFF596NBD/, /files/ENCFF520YRJ/, /files/ENCFF181BIE/, /files/ENCFF531LXG/, /files/ENCFF095OKQ/, /files/ENCFF247ZSR/, /files/ENCFF245LFR/, /files/ENCFF833VDQ/, /files/ENCFF217HXU/"
34,ENCFF000CBL,/experiments/ENCSR000AQI/,.,K562,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000CBL/@@download/ENCFF000CBL.bigWig,signal,"/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/"
35,ENCFF000BYR,/experiments/ENCSR000AKW/,.,K562,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BYR/@@download/ENCFF000BYR.bigWig,signal,"/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/"
39,ENCFF000BZZ,/experiments/ENCSR000ATY/,.,K562,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BZZ/@@download/ENCFF000BZZ.bigWig,signal,"/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/"
45,ENCFF000AKM,/experiments/ENCSR000AUI/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AKM/@@download/ENCFF000AKM.bigWig,signal,"/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/"
48,ENCFF000BYZ,/experiments/ENCSR000AKX/,.,K562,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BYZ/@@download/ENCFF000BYZ.bigWig,signal,"/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/"
49,ENCFF000VDQ,/experiments/ENCSR000EWA/,.,K562,.,"Peggy Farnham, USC",https://www.encodeproject.org/files/ENCFF000VDQ/@@download/ENCFF000VDQ.bigWig,signal,"/files/ENCFF000VDZ/, /files/ENCFF000VEA/, /files/ENCFF000VEK/, /files/ENCFF627RBN/, /files/ENCFF051ZZR/, /files/ENCFF390OZW/, /files/ENCFF355SGP/"
50,ENCFF000AIO,/experiments/ENCSR000AUM/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AIO/@@download/ENCFF000AIO.bigWig,signal,"/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/"
53,ENCFF000APC,/experiments/ENCSR000AQZ/,.,DND-41,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000APC/@@download/ENCFF000APC.bigWig,signal,"/files/ENCFF000ANS/, /files/ENCFF000ANU/, /files/ENCFF000ANX/, /files/ENCFF000AOF/, /files/ENCFF000AOG/, /files/ENCFF596NBD/, /files/ENCFF520YRJ/, /files/ENCFF181BIE/, /files/ENCFF531LXG/, /files/ENCFF095OKQ/, /files/ENCFF247ZSR/, /files/ENCFF245LFR/, /files/ENCFF833VDQ/, /files/ENCFF217HXU/"
55,ENCFF000BAD,/experiments/ENCSR000ATS/,.,H1,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BAD/@@download/ENCFF000BAD.bigWig,signal,"/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/"
56,ENCFF000APO,/experiments/ENCSR000ARY/,.,DND-41,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000APO/@@download/ENCFF000APO.bigWig,signal,"/files/ENCFF000ANS/, /files/ENCFF000ANU/, /files/ENCFF000ANX/, /files/ENCFF000AOF/, /files/ENCFF000AOG/, /files/ENCFF596NBD/, /files/ENCFF520YRJ/, /files/ENCFF181BIE/, /files/ENCFF531LXG/, /files/ENCFF095OKQ/, /files/ENCFF247ZSR/, /files/ENCFF245LFR/, /files/ENCFF833VDQ/, /files/ENCFF217HXU/"
57,ENCFF000BEF,/experiments/ENCSR000ARI/,.,HepG2,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BEF/@@download/ENCFF000BEF.bigWig,signal,"/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/"
59,ENCFF001FXI,/experiments/ENCSR000DWF/,.,LNCaP clone FGC,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001FXI/@@download/ENCFF001FXI.bigWig,raw signal,"/files/ENCFF001HTQ/, /files/ENCFF001HTR/, /files/ENCFF001HUC/, /files/ENCFF234IPE/, /files/ENCFF805AGC/, /files/ENCFF727JXX/, /files/ENCFF183VCQ/"
60,ENCFF001FXJ,/experiments/ENCSR000DWF/,.,LNCaP clone FGC,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001FXJ/@@download/ENCFF001FXJ.bigWig,raw signal,"/files/ENCFF001HTQ/, /files/ENCFF001HTR/, /files/ENCFF001HUC/, /files/ENCFF234IPE/, /files/ENCFF805AGC/, /files/ENCFF727JXX/, /files/ENCFF183VCQ/"
61,ENCFF000ATA,/experiments/ENCSR000AKE/,.,GM12878,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000ATA/@@download/ENCFF000ATA.bigWig,signal,"/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/"
62,ENCFF000BXQ,/experiments/ENCSR000AKS/,.,K562,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BXQ/@@download/ENCFF000BXQ.bigWig,signal,"/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/"
63,ENCFF000VHN,/experiments/ENCSR000EXB/,.,NT2/D1,.,"Peggy Farnham, USC",https://www.encodeproject.org/files/ENCFF000VHN/@@download/ENCFF000VHN.bigWig,signal,"/files/ENCFF000VII/, /files/ENCFF000VIJ/, /files/ENCFF000VJV/, /files/ENCFF000ZMW/, /files/ENCFF000ZMZ/, /files/ENCFF000ZNE/, /files/ENCFF585ORN/, /files/ENCFF513RSP/, /files/ENCFF205KMO/, /files/ENCFF293DEQ/"
64,ENCFF000VIH,/experiments/ENCSR000EXC/,.,NT2/D1,.,"Peggy Farnham, USC",https://www.encodeproject.org/files/ENCFF000VIH/@@download/ENCFF000VIH.bigWig,signal,"/files/ENCFF000VII/, /files/ENCFF000VIJ/, /files/ENCFF000VJV/, /files/ENCFF000ZMW/, /files/ENCFF000ZMZ/, /files/ENCFF000ZNE/, /files/ENCFF585ORN/, /files/ENCFF513RSP/, /files/ENCFF205KMO/, /files/ENCFF293DEQ/"
69,ENCFF000AKE,/experiments/ENCSR000AVF/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AKE/@@download/ENCFF000AKE.bigWig,signal,"/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/"
72,ENCFF001EXC,/experiments/ENCSR000DRX/,.,GM12878,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001EXC/@@download/ENCFF001EXC.bigWig,raw signal,"/files/ENCFF001HHW/, /files/ENCFF001HHY/, /files/ENCFF001HID/, /files/ENCFF504ALV/, /files/ENCFF094HMB/, /files/ENCFF892TNJ/, /files/ENCFF359EAD/"
73,ENCFF001EXD,/experiments/ENCSR000DRX/,.,GM12878,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001EXD/@@download/ENCFF001EXD.bigWig,raw signal,"/files/ENCFF001HHW/, /files/ENCFF001HHY/, /files/ENCFF001HID/, /files/ENCFF504ALV/, /files/ENCFF094HMB/, /files/ENCFF892TNJ/, /files/ENCFF359EAD/"
76,ENCFF000BFV,/experiments/ENCSR000AMC/,.,HepG2,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BFV/@@download/ENCFF000BFV.bigWig,signal,"/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/"
77,ENCFF001FLH,/experiments/ENCSR000DUE/,.,HepG2,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001FLH/@@download/ENCFF001FLH.bigWig,raw signal,"/files/ENCFF001HNV/, /files/ENCFF001HNW/, /files/ENCFF001HOD/, /files/ENCFF610SOD/, /files/ENCFF887ZEB/, /files/ENCFF575YDI/, /files/ENCFF933EKE/"
78,ENCFF001FLI,/experiments/ENCSR000DUE/,.,HepG2,.,"John Stamatoyannopoulos, UW",https://www.encodeproject.org/files/ENCFF001FLI/@@download/ENCFF001FLI.bigWig,raw signal,"/files/ENCFF001HNV/, /files/ENCFF001HNW/, /files/ENCFF001HOD/, /files/ENCFF610SOD/, /files/ENCFF887ZEB/, /files/ENCFF575YDI/, /files/ENCFF933EKE/"
81,ENCFF000ALI,/experiments/ENCSR000AUL/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000ALI/@@download/ENCFF000ALI.bigWig,signal,"/files/ENCFF000AHC/, /files/ENCFF000AHD/, /files/ENCFF000AHF/, /files/ENCFF000AHM/, /files/ENCFF000AHV/, /files/ENCFF948UNV/, /files/ENCFF482SGU/, /files/ENCFF043PUQ/, /files/ENCFF114ODP/, /files/ENCFF408NTN/, /files/ENCFF987CPC/, /files/ENCFF957AOI/, /files/ENCFF502CGT/, /files/ENCFF271TLF/, /files/ENCFF122PEM/, /files/ENCFF719NBM/, /files/ENCFF550UKJ/, /files/ENCFF824LNT/"
82,ENCFF000ALO,/experiments/ENCSR000ASU/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000ALO/@@download/ENCFF000ALO.bigWig,signal,"/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/"
83,ENCFF000AXI,/experiments/ENCSR000ANC/,.,H1,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AXI/@@download/ENCFF000AXI.bigWig,signal,"/files/ENCFF000AVF/, /files/ENCFF000AVG/, /files/ENCFF000AVH/, /files/ENCFF000AVM/, /files/ENCFF000AVR/, /files/ENCFF303YPV/, /files/ENCFF400SCD/, /files/ENCFF178MIM/, /files/ENCFF740ECI/, /files/ENCFF145GCJ/, /files/ENCFF659UFR/, /files/ENCFF164ZWM/, /files/ENCFF809ZPN/, /files/ENCFF508ZFI/, /files/ENCFF763DAQ/, /files/ENCFF805KPU/, /files/ENCFF036EGF/, /files/ENCFF191QXK/, /files/ENCFF663FLW/, /files/ENCFF689EIT/, /files/ENCFF698YIB/, /files/ENCFF837MEC/, /files/ENCFF635VQA/, /files/ENCFF064XIS/, /files/ENCFF472QMD/, /files/ENCFF138KKQ/, /files/ENCFF368CYL/, /files/ENCFF393KUX/, /files/ENCFF401LXB/, /files/ENCFF064DDT/, /files/ENCFF452JET/, /files/ENCFF234FUH/, /files/ENCFF292NRA/, /files/ENCFF241XBE/, /files/ENCFF711MVG/, /files/ENCFF370QWD/, /files/ENCFF037PMO/, /files/ENCFF850EIY/, /files/ENCFF727XHW/, /files/ENCFF790CGF/, /files/ENCFF447DQQ/, /files/ENCFF243MTV/, /files/ENCFF344OKG/, /files/ENCFF504ZFN/, /files/ENCFF473WBH/, /files/ENCFF994DDP/"
85,ENCFF000AIU,/experiments/ENCSR000ATO/,.,A549,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000AIU/@@download/ENCFF000AIU.bigWig,signal,"/files/ENCFF000AGZ/, /files/ENCFF000AHA/, /files/ENCFF000AHB/, /files/ENCFF000AHE/, /files/ENCFF000AHJ/, /files/ENCFF227MOQ/, /files/ENCFF514TMK/, /files/ENCFF284JEI/, /files/ENCFF569SHN/, /files/ENCFF990BDZ/, /files/ENCFF274LEX/, /files/ENCFF800GUG/, /files/ENCFF698OND/, /files/ENCFF016EQS/, /files/ENCFF289PMY/"
88,ENCFF000BDI,/experiments/ENCSR000AOI/,.,HeLa-S3,.,"Bradley Bernstein, Broad",https://www.encodeproject.org/files/ENCFF000BDI/@@download/ENCFF000BDI.bigWig,signal,"/files/ENCFF000BAF/, /files/ENCFF000BAH/, /files/ENCFF000BAI/, /files/ENCFF000BAO/, /files/ENCFF000BAU/, /files/ENCFF954DWW/, /files/ENCFF713YQB/, /files/ENCFF818YAG/, /files/ENCFF432JPE/, /files/ENCFF250XLH/, /files/ENCFF930VIN/, /files/ENCFF451SVK/, /files/ENCFF385UZW/, /files/ENCFF820FDY/"
